time,volume,open,high,low,close,instrument,granularity,RSI,MACD,Signal_Line,Histogram,BollingerBands_middle,BollingerBands_std,ATR,ADX,OBV
2023-06-30 14:14:30+00:00,72,1.27182,1.27194,1.2718,1.27186,GBP_USD,S30,,0.0,0.0,0.0,,,,,-72
2023-06-30 14:15:00+00:00,55,1.27186,1.27192,1.27171,1.27182,GBP_USD,S30,,-3.190883191006577e-06,-6.381766382013154e-07,-2.5527065528052617e-06,,,,,-127
2023-06-30 14:15:30+00:00,81,1.27184,1.27186,1.27154,1.27154,GBP_USD,S30,,-2.7990681893852454e-05,-6.1086776893315434e-06,-2.1882004204520912e-05,,,,,-208
2023-06-30 14:16:00+00:00,110,1.27152,1.27186,1.27144,1.27185,GBP_USD,S30,,-2.237239675362268e-05,-9.361421502189772e-06,-1.3010975251432909e-05,,,,,-98
2023-06-30 14:16:30+00:00,57,1.27186,1.27192,1.27174,1.27174,GBP_USD,S30,,-2.649057908810093e-05,-1.2787253019372003e-05,-1.3703326068728927e-05,,,,,-155
2023-06-30 14:17:00+00:00,72,1.27172,1.27174,1.27158,1.27171,GBP_USD,S30,,-3.180835067118082e-05,-1.6591472549733767e-05,-1.5216878121447052e-05,,,,,-227
2023-06-30 14:17:30+00:00,59,1.2717,1.27174,1.2715,1.27172,GBP_USD,S30,,-3.4814486803869116e-05,-2.0236075400560836e-05,-1.457841140330828e-05,,,,,-168
2023-06-30 14:18:00+00:00,79,1.27174,1.272,1.27172,1.27196,GBP_USD,S30,,-1.7627676232034872e-05,-1.9714395566855643e-05,2.0867193348207706e-06,,,,,-89
2023-06-30 14:18:30+00:00,56,1.27195,1.27214,1.27195,1.27212,GBP_USD,S30,,8.802191608703325e-06,-1.401107813174385e-05,2.2813269740447175e-05,,,,,-33
2023-06-30 14:19:00+00:00,87,1.27208,1.27214,1.27192,1.27202,GBP_USD,S30,,2.1431835169227753e-05,-6.92249547154953e-06,2.8354330640777283e-05,,,,,-120
2023-06-30 14:19:30+00:00,72,1.27202,1.27234,1.27202,1.27232,GBP_USD,S30,,5.5014241546746945e-05,5.464851932109765e-06,4.954938961463718e-05,,,,,-48
2023-06-30 14:20:00+00:00,104,1.27234,1.27246,1.27202,1.27204,GBP_USD,S30,,5.836211843468497e-05,1.6044305232624807e-05,4.231781320206017e-05,,,,,-152
2023-06-30 14:20:30+00:00,86,1.27206,1.27212,1.27192,1.27203,GBP_USD,S30,,5.952228273775617e-05,2.4739900733651082e-05,3.4782382004105086e-05,,,,,-238
2023-06-30 14:21:00+00:00,93,1.27204,1.27204,1.27173,1.27184,GBP_USD,S30,49.51456310679831,4.459623160513182e-05,2.871116690794723e-05,1.588506469718459e-05,,,,,-331
2023-06-30 14:21:30+00:00,87,1.27188,1.27191,1.2715,1.27162,GBP_USD,S30,44.73684210526291,1.484395528628113e-05,2.593772458361401e-05,-1.1093769297332882e-05,,,0.0002785714285714772,,-418
2023-06-30 14:22:00+00:00,92,1.27161,1.27172,1.27142,1.27152,GBP_USD,S30,43.589743589744316,-1.6612602573573554e-05,1.74276591521765e-05,-3.4040261725750054e-05,,,0.00028500000000004314,,-510
2023-06-30 14:22:30+00:00,86,1.2715,1.27178,1.27144,1.27178,GBP_USD,S30,55.17241379310411,-2.0327995739144455e-05,9.87652817391231e-06,-3.0204523913056765e-05,,,0.0002864285714286081,,-424
2023-06-30 14:23:00+00:00,120,1.27177,1.2719,1.2717,1.27172,GBP_USD,S30,46.859903381643086,-2.7793583025959023e-05,2.342505933938042e-06,-3.0136088959897063e-05,,,0.0002707142857143146,,-544
2023-06-30 14:23:30+00:00,76,1.27172,1.2718,1.27166,1.2717,GBP_USD,S30,48.98989898989792,-3.492139548111339e-05,-5.110274349072245e-06,-2.9811121132041148e-05,,,0.0002678571428571847,,-620
2023-06-30 14:24:00+00:00,109,1.2717,1.27194,1.27162,1.27184,GBP_USD,S30,53.11004784689484,-2.8939808139671896e-05,-9.876181107192175e-06,-1.906362703247972e-05,1.2718375,0.00019896773078754396,0.00027928571428575174,,-511
2023-06-30 14:24:30+00:00,92,1.27186,1.27186,1.2716,1.2716,GBP_USD,S30,47.41379310345009,-4.306888007299392e-05,-1.6514720900352524e-05,-2.6554159172641397e-05,1.2718245,0.0002057969106207942,0.0002807142857143167,,-603
2023-06-30 14:25:00+00:00,69,1.27164,1.27196,1.27164,1.27188,GBP_USD,S30,48.30508474576064,-3.131166999148505e-05,-1.947411071857903e-05,-1.1837559272906017e-05,1.2718275,0.0002061648548332868,0.00028642857142859225,,-534
2023-06-30 14:25:30+00:00,56,1.27185,1.27185,1.27172,1.27183,GBP_USD,S30,43.555555555556076,-2.5731956451835458e-05,-2.0725679865230318e-05,-5.00627658660514e-06,1.271842,0.00019476301388854502,0.00028214285714286573,,-590
2023-06-30 14:26:00+00:00,82,1.2718,1.27202,1.2718,1.27193,GBP_USD,S30,48.00000000000119,-1.308993636861544e-05,-1.919853116590734e-05,6.108594797291901e-06,1.271846,0.0001957549488518795,0.00028214285714284984,,-508
2023-06-30 14:26:30+00:00,72,1.2719,1.27197,1.27172,1.27197,GBP_USD,S30,41.20603015075528,1.548364756409626e-07,-1.532785763759768e-05,1.5482694113238642e-05,1.2718575,0.00019595582208887702,0.0002771428571428488,,-436
2023-06-30 14:27:00+00:00,46,1.27201,1.27208,1.27188,1.2719,GBP_USD,S30,46.06741573033554,4.945985154547472e-06,-1.127308907916865e-05,1.621907423371612e-05,1.2718669999999999,0.00019301213487893533,0.00026000000000000627,,-482
2023-06-30 14:27:30+00:00,59,1.2719,1.27194,1.27181,1.2719,GBP_USD,S30,46.32768361581942,8.64336961625689e-06,-7.289797340083543e-06,1.5933166956340434e-05,1.271876,0.00018996952664211236,0.0002550000000000052,,-541
2023-06-30 14:28:00+00:00,80,1.27192,1.27214,1.2718,1.27188,GBP_USD,S30,51.249999999994444,9.846239270139279e-06,-3.86259001803898e-06,1.3708829288178258e-05,1.2718720000000001,0.0001889472218149181,0.00025714285714286057,,-621
2023-06-30 14:28:30+00:00,59,1.27188,1.2721,1.27184,1.2721,GBP_USD,S30,65.00000000000279,2.8226308209422513e-05,2.555189627453319e-06,2.5671118581969194e-05,1.271871,0.00018761382509937695,0.00024642857142856807,,-562
2023-06-30 14:29:00+00:00,59,1.2721,1.27212,1.27197,1.27197,GBP_USD,S30,63.80368098159868,3.1934609421524485e-05,8.431073586267553e-06,2.350353583525693e-05,1.2718684999999998,0.00018584869340973898,0.0002357142857142756,,-621
2023-06-30 14:29:30+00:00,75,1.272,1.272,1.2718,1.27186,GBP_USD,S30,52.702702702705544,2.5701117671639295e-05,1.1885082403341904e-05,1.3816035268297392e-05,1.2718455,0.00015250452969979962,0.00022571428571427354,,-696
2023-06-30 14:30:00+00:00,137,1.27184,1.2728,1.27184,1.27262,GBP_USD,S30,70.64220183486454,8.115121823570881e-05,2.5738309569815288e-05,5.541290866589352e-05,1.2718745,0.00022793062194683195,0.00027999999999997867,,-559
2023-06-30 14:30:30+00:00,91,1.27262,1.27264,1.2725,1.27262,GBP_USD,S30,71.29629629629544,0.00012367022901127456,4.532469345810714e-05,7.834553555316742e-05,1.271904,0.00028109560089431123,0.00027999999999997867,,-650
2023-06-30 14:31:00+00:00,78,1.27262,1.27262,1.27225,1.27232,GBP_USD,S30,60.344827586201454,0.00013164187302061592,6.25881293706089e-05,6.905374365000702e-05,1.271928,0.000295467515357635,0.00028357142857139895,,-728
2023-06-30 14:31:30+00:00,85,1.27233,1.27234,1.27188,1.2719,GBP_USD,S30,55.99999999999893,0.00010288299726690653,7.064710294986843e-05,3.22358943170381e-05,1.271942,0.0002866062767888724,0.0002978571428571275,,-813
2023-06-30 14:32:00+00:00,110,1.27191,1.27208,1.27183,1.27205,GBP_USD,S30,53.58649789029512,9.114447071034704e-05,7.474657650196416e-05,1.6397894208382876e-05,1.2719685,0.0002695273641025373,0.0002899999999999966,,-703
2023-06-30 14:32:30+00:00,68,1.27208,1.27218,1.27204,1.27206,GBP_USD,S30,54.93562231759473,8.170665679019251e-05,7.613859255960983e-05,5.5680642305826834e-06,1.2719825,0.0002664755345737856,0.000290714285714287,,-635
2023-06-30 14:33:00+00:00,89,1.27204,1.27218,1.27193,1.27197,GBP_USD,S30,50.862068965517985,6.620174096361175e-05,7.415122224041021e-05,-7.949481276798458e-06,1.271995,0.0002592803806491115,0.00029285714285715817,,-724
2023-06-30 14:33:30+00:00,52,1.27196,1.27214,1.27194,1.2721,GBP_USD,S30,52.697095435683615,6.366994946449545e-05,7.205496768522726e-05,-8.385018220731817e-06,1.2720150000000001,0.000250609782646208,0.00028928571428572206,,-672
2023-06-30 14:34:00+00:00,83,1.2721,1.27239,1.27204,1.27233,GBP_USD,S30,58.365758754861865,7.930834701408429e-05,7.350564355099867e-05,5.802703463085617e-06,1.2720395,0.0002564838150225238,0.00029999999999998284,,-589
2023-06-30 14:34:30+00:00,101,1.27232,1.27238,1.27214,1.27234,GBP_USD,S30,58.527131782944835,9.145457475789875e-05,7.70954297923787e-05,1.435914496552006e-05,1.2720765,0.00024275339446937794,0.0003078571428571296,33.09670777660909,-488
2023-06-30 14:35:00+00:00,102,1.27233,1.27242,1.27212,1.27222,GBP_USD,S30,56.34328358208912,9.035598310691562e-05,7.974754045528608e-05,1.0608442651629534e-05,1.2720935,0.00024015948648232625,0.0003049999999999997,31.005432551005025,-590
2023-06-30 14:35:30+00:00,111,1.2722,1.27224,1.2719,1.27192,GBP_USD,S30,46.73913043478147,6.453394140781832e-05,7.670482064579253e-05,-1.2170879237974216e-05,1.272098,0.00023576527131446265,0.00031071428571429117,26.954888500460843,-701
2023-06-30 14:36:00+00:00,112,1.27194,1.27216,1.27188,1.27204,GBP_USD,S30,51.27272727272742,5.314021709756922e-05,7.199189993614787e-05,-1.885168283857865e-05,1.2721034999999998,0.00023290556026013561,0.0003200000000000187,22.10021936007673,-589
2023-06-30 14:36:30+00:00,101,1.27201,1.27201,1.2716,1.2716,GBP_USD,S30,45.77922077922223,8.508208397373096e-06,5.929516162839292e-05,-5.0786953231019825e-05,1.272085,0.00025746742256892266,0.0003350000000000218,19.486822904314533,-690
2023-06-30 14:37:00+00:00,89,1.2716,1.27168,1.2712,1.2712,GBP_USD,S30,23.897058823530372,-5.8465681135766445e-05,3.574299307556105e-05,-9.42086742113275e-05,1.27205,0.0003231424649154307,0.0003007142857143049,20.170540506993124,-779
2023-06-30 14:37:30+00:00,115,1.2712,1.27124,1.27066,1.27066,GBP_USD,S30,19.938650306748073,-0.0001533487492186847,-2.075355383288098e-06,-0.0001512733938353966,1.271988,0.0004481963855276067,0.00033214285714287605,20.35543644462175,-894
