time,volume,open,high,low,close,instrument,granularity,RSI,MACD,Signal_Line,Histogram,BollingerBands_middle,BollingerBands_std,ATR,ADX,OBV
2020-04-22 09:00:00+00:00,9520,1.23386,1.23858,1.23368,1.23681,GBP_USD,H4,,0.0,0.0,0.0,,,,,-9520
2020-04-22 13:00:00+00:00,11465,1.23678,1.23696,1.23008,1.23104,GBP_USD,H4,,-0.0004602849002850462,-9.205698005700925e-05,-0.00036822792022803694,,,,,-20985
2020-04-22 17:00:00+00:00,4337,1.23102,1.23352,1.23044,1.23347,GBP_USD,H4,,-0.0006218154073427407,-0.00019800866551415554,-0.0004238067418285851,,,,,-16648
2020-04-22 21:00:00+00:00,1752,1.23319,1.23443,1.2313,1.23202,GBP_USD,H4,,-0.0008569539481162458,-0.00032979772203457357,-0.0005271562260816722,,,,,-18400
2020-04-23 01:00:00+00:00,2115,1.232,1.23402,1.23182,1.2338,GBP_USD,H4,,-0.0008894191416211061,-0.0004417220059518801,-0.000447697135669226,,,,,-16285
2020-04-23 05:00:00+00:00,11214,1.23382,1.23756,1.23084,1.23514,GBP_USD,H4,,-0.000797824416969739,-0.0005129424881554519,-0.00028488192881428716,,,,,-5071
2020-04-23 09:00:00+00:00,10910,1.23512,1.23752,1.2335,1.23456,GBP_USD,H4,,-0.000763237958431473,-0.0005630015822106561,-0.00020023637622081688,,,,,-15981
2020-04-23 13:00:00+00:00,17059,1.23453,1.2415,1.23236,1.23611,GBP_USD,H4,,-0.0006037957136115768,-0.0005711604084908404,-3.2635305120736445e-05,,,,,1078
2020-04-23 17:00:00+00:00,8121,1.23613,1.23648,1.23336,1.2346,GBP_USD,H4,,-0.0005924515535546959,-0.0005754186375036115,-1.703291605108443e-05,,,,,-7043
2020-04-23 21:00:00+00:00,1804,1.23517,1.23594,1.23307,1.23518,GBP_USD,H4,,-0.0005305442879426359,-0.0005664437675914163,3.589947964878048e-05,,,,,-5239
2020-04-24 01:00:00+00:00,2053,1.23516,1.23606,1.23427,1.23509,GBP_USD,H4,,-0.0004831748429423577,-0.0005497899826616046,6.661513971924693e-05,,,,,-7292
2020-04-24 05:00:00+00:00,8527,1.23507,1.23523,1.22984,1.2316,GBP_USD,H4,,-0.0007189603222959029,-0.0005836240505884643,-0.00013533627170743856,,,,,-15819
2020-04-24 09:00:00+00:00,11070,1.23158,1.23774,1.23138,1.23596,GBP_USD,H4,,-0.0005476929876324643,-0.0005764378379972644,2.8744850364800095e-05,,,,,-4749
2020-04-24 13:00:00+00:00,11233,1.23598,1.23635,1.23195,1.23311,GBP_USD,H4,43.34053275737938,-0.0006346180902447873,-0.000588073888446769,-4.6544201798018325e-05,,,,,-15982
2020-04-24 17:00:00+00:00,4767,1.23313,1.2373,1.2326,1.23652,GBP_USD,H4,49.535107406220106,-0.0004234668961065058,-0.0005551524899787164,0.00013168559387221061,,,0.004557142857142863,,-11215
2020-04-26 21:00:00+00:00,1337,1.23648,1.23756,1.23598,1.23752,GBP_USD,H4,62.263436790310394,-0.00017343713550110884,-0.0004788094190831949,0.0003053722835820861,,,0.004178571428571428,,-9878
2020-04-27 01:00:00+00:00,4283,1.23754,1.2446,1.23682,1.24301,GBP_USD,H4,66.18046132971489,0.00046238033660284117,-0.0002905714679459877,0.0007529518045488289,,,0.0045142857142857085,,-5595
2020-04-27 05:00:00+00:00,8284,1.24298,1.2455,1.24156,1.24336,GBP_USD,H4,69.9788583509517,0.000983178865041845,-3.5821401348421194e-05,0.0010190002663902661,,,0.004572142857142866,,2689
2020-04-27 09:00:00+00:00,7818,1.24334,1.24501,1.24169,1.24264,GBP_USD,H4,66.17862371888731,0.001322571685157481,0.00023585721595275922,0.0010867144692047216,,,0.004652142857142867,,-5129
2020-04-27 13:00:00+00:00,8796,1.24267,1.24371,1.23994,1.24025,GBP_USD,H4,59.00599224532994,0.0013827504281522796,0.0004652358583926633,0.0009175145697596162,1.2360894999999998,0.0036578746705243897,0.0044414285714285805,,-13925
2020-04-27 17:00:00+00:00,3253,1.24028,1.24323,1.2402,1.24307,GBP_USD,H4,63.900686050310114,0.0016390984412890663,0.0007000083749719439,0.0009390900663171224,1.2364025,0.003976707015133413,0.004370714285714307,,-10672
2020-04-27 21:00:00+00:00,3999,1.24363,1.24417,1.24181,1.24303,GBP_USD,H4,61.89003436426136,0.0018180708340169716,0.0009236208667809495,0.000894449967236022,1.237002,0.0040291642074414625,0.0038864285714285763,,-14671
2020-04-28 01:00:00+00:00,2064,1.24301,1.24301,1.24067,1.24142,GBP_USD,H4,61.67808219178104,0.0018091395652535258,0.0011007246064754649,0.0007084149587780609,1.2373995,0.004054449764732345,0.0038307142857142906,,-16735
2020-04-28 05:00:00+00:00,8043,1.24139,1.24784,1.2404,1.24678,GBP_USD,H4,67.06886403766946,0.0022091035049374153,0.001322400386167855,0.0008867031187695603,1.2381375,0.004355846494564774,0.004157142857142875,,-8692
2020-04-28 09:00:00+00:00,10348,1.24676,1.25185,1.24521,1.24824,GBP_USD,H4,68.59971711456872,0.002613757833693109,0.0015806718756729058,0.001033085958020203,1.2388595,0.004775571032265424,0.004503571428571448,,1656
