time,volume,open,high,low,close,instrument,granularity,RSI,MACD,Signal_Line,Histogram,BollingerBands_middle,BollingerBands_std,ATR,ADX,OBV
2004-05-31 21:00:00+00:00,52,2.5995,2.6897,2.5995,2.6032,GBP_AUD,M,,0.0,0.0,0.0,,,,,-52
2004-06-30 21:00:00+00:00,52,2.5811,2.60755,2.5466,2.5891,GBP_AUD,M,,-0.0011247863247869638,-0.00022495726495739277,-0.0008998290598295711,,,,,-104
2004-07-31 21:00:00+00:00,54,2.5894,2.5976,2.5142,2.5596,GBP_AUD,M,,-0.004346487447342451,-0.0010492633014344045,-0.0032972241459080466,,,,,-158
2004-08-31 21:00:00+00:00,52,2.5488,2.59445,2.4895,2.4895,GBP_AUD,M,,-0.012413102430002265,-0.0033220311271479766,-0.00909107130285429,,,,,-210
2004-09-30 21:00:00+00:00,52,2.4773,2.4845,2.4372,2.4559,GBP_AUD,M,,-0.021271981947128538,-0.006912021291144089,-0.014359960655984449,,,,,-262
2004-10-31 22:00:00+00:00,54,2.45505,2.47515,2.3702,2.47515,GBP_AUD,M,,-0.026434671233229068,-0.010816551279561087,-0.015618119953667981,,,,,-208
2004-11-30 22:00:00+00:00,54,2.48675,2.55445,2.452,2.452,GBP_AUD,M,,-0.03202498709859869,-0.015058238443368607,-0.016966748655230082,,,,,-262
2004-12-31 22:00:00+00:00,1088052,2.4533,2.48305,2.42155,2.42735,GBP_AUD,M,,-0.03800628884954582,-0.01964784852460405,-0.01835844032494177,,,,,-1088314
2005-01-31 22:00:00+00:00,1035607,2.42735,2.45075,2.372,2.42595,GBP_AUD,M,,-0.042371054735904856,-0.024192489766864212,-0.018178564969040644,,,,,-2123921
2005-02-28 22:00:00+00:00,1162261,2.42595,2.45865,2.39685,2.44615,GBP_AUD,M,,-0.04369648607438137,-0.02809328902836765,-0.01560319704601372,,,,,-961660
2005-03-31 22:00:00+00:00,1130782,2.44615,2.49845,2.42645,2.4431,GBP_AUD,M,,-0.04448026862077281,-0.031370684946848686,-0.013109583673924126,,,,,-2092442
2005-04-30 21:00:00+00:00,1105650,2.4427,2.45075,2.38795,2.40435,GBP_AUD,M,,-0.04767861370845017,-0.034632270699168986,-0.013046343009281182,,,,,-3198092
2005-05-31 21:00:00+00:00,1307898,2.40435,2.42495,2.33635,2.34975,GBP_AUD,M,,-0.053996649162231236,-0.03850514639178144,-0.015491502770449798,,,,,-4505990
2005-06-30 21:00:00+00:00,1302969,2.34955,2.37985,2.26655,2.3231,GBP_AUD,M,10.988857938718652,-0.06045725643613675,-0.0428955684006525,-0.017561688035484253,,,,,-5808959
2005-07-31 21:00:00+00:00,1336771,2.3228,2.39805,2.29835,2.38855,GBP_AUD,M,24.714336199787923,-0.05960893157738978,-0.04623824103599995,-0.013370690541389826,,,0.08160357142857144,,-4472188
